Country Rank,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,diff_whisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,GDPRatio,Explained by: Social support,SocialRatio,Explained by: Healthy life expectancy,LifeExpectancyRatio,Explained by: Freedom to make life choices,FreedomRatio,Explained by: Generosity,GenerosityRatio,Explained by: Perceptions of corruption,CorruptionRatio,Dystopia + residual,(D+R) Ratio,Residual (+/-),Life Ladder 2018,Positive Affect 2018,Negative Affect 2018,Std. Dev. of Ladder Score 2018,"Gini of Household income reported in Gallup, by wp5-year 2018","GINI index (World Bank estimate), avg. 2000-16",Confidence in National Government 2018 ,Ladder score change from 2008-2012,Years missing from data set ,Total sample size 2017-2019,Most Recent Mode,Sample size 2019,Sample size 2018,Sample size 2017,Mode of interview 2019,Mode of interview 2018,Mode of interview 2017,Boolean Mode Change,Languages of interview 2019,Languages of interview 2018,Langauges of interview 2017,Avg. % of excluded population,% of excluded population 2019,% of excluded population 2018,% of excluded population 2018,Non-numeric exclusions,Notes 2019,Notes 2018,Notes 2017,2016 Suicide Rate (Both Genders),Notes on Suicide Data,"Mortality rate due to homicide (per 100,000 population) 2017",Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE)z (%) 2017,Age-standardized prevalence of raised blood pressure among persons aged 18+ yearsaj (SBP of >140 mmHg and/or DBP >90 mmHg) 2015
134,Comoros,Sub-Saharan Africa,4.288599968,0.084340192,4.453906536,0.330613136,4.1232934,7.833630085,0.625662446,57.34901047,0.547612607,0.090008408,0.780622602,1.972316742,0.415620774,0.096912927,0.723232806,0.168640771,0.437383324,0.101987438,0.181028232,0.042211499,0.258538276,0.060285006,0.100048535,0.02332895,2.17276907,0.50663832,0.200452328,3.97282,0.747742,0.337494,2.882712,0.598218,0.506,0.317274,0.544444561,1,2000,Face-to-Face (HH)*,1000,1000,0,Face-to-Face (HH)*,Face-to-Face (HH)*,,,"French, Comorian ","French, Comorian ",,0,,,,Age,Sample included age 18 and older,,,6.8,,7.8,3.4,27.9
135,Togo,Sub-Saharan Africa,4.187200069,0.062506773,4.309713364,0.245026589,4.064686775,7.357711315,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,1.972316742,0.268116266,0.064032351,0.547622859,0.130784976,0.342731178,0.081852114,0.303539038,0.072492127,0.200774252,0.047949524,0.114826456,0.027423207,2.409595251,0.57546695,0.437278509,4.022895,0.608449,0.446454,2.11091,0.444904,0.437667,0.323221,1.314417362,0,3130,Face-to-Face (HH)*,1130,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Ewe ","French, Ewe, Kabiye ","French, Ewe, Kabiye ",0,,,,,,,,9.6,,9.2,5.1,28.9
136,Ethiopia,Sub-Saharan Africa,4.186200142,0.038915094,4.262473583,0.152546882,4.109926701,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,1.972316742,0.315125644,0.075277252,1.001103282,0.239143674,0.483846247,0.11558125,0.41256687,0.098554024,0.227698103,0.054392551,0.117437035,0.028053373,1.628459215,0.38900654,-0.343857527,4.379262,0.659521,0.271754,1.945811,0.440553,0.340333,0.875271,-0.374932289,0,4222,Face-to-Face (HH)*,2222,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Amharic, Oromo, Tigrinya ","Amharic, English, Oromo, Tigrinya ","Amharic, Oromo, Tigrinya ",0.02666666667,0.04,0.04,,,"Six of the nine zones of the Somali region (Degehabur, Warder, Korahe, Fik, Gode, Afder) were excluded due to accessibility, security issues, and nomadism. Additionally, in the Somali region, Liben Zone, Moyale and Dolo Ado Woreda were excluded because of security concerns. All the wordera in Benshangul region, Kamashi Zone were also excluded for security reasons. The exclusions represents 4% of the population of Ethiopia. ","Six of the nine zones of the Somali region (Degehabur, Warder, Korahe, Fik, Gode, Afder) were excluded due to accessibility, security issues, and nomadism. Additionally, in the Somali region, Liben Zone, Moyale and Dolo Ado Woreda were excluded because of security concerns. All the wordera in Benshangul region, Kamashi Zone were also excluded for security reasons. The exclusions represents 4% of the population of Ethiopia. ",,7.2,,7.5,4.8,30.3
137,Madagascar,Sub-Saharan Africa,4.165599823,0.057542104,4.278382301,0.225564956,4.052817345,7.281685829,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,1.972316742,0.244553208,0.058707802,0.823694348,0.197737273,0.500617027,0.120178857,0.192967549,0.046324073,0.191190064,0.045897367,0.076248638,0.01830436,2.136298418,0.51284293,0.163981676,4.070587,0.752341,0.362014,2.574612,0.576086,0.43075,0.442306,-0.024873734,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Malagasy ","French, Malagasy ","French, Malagasy ",0.2166666667,0.2,0.2,0.25,,Regions that were unsafe or unreachable were excluded from the sample. The excluded areas represent approximately 20% of the total population.,Regions that were unsafe or unreachable were excluded from the sample. The excluded areas represent approximately 20% of the total population.,Stratification by geography began in 2013. Regions that were unsafe or unreachable were excluded from the sample. The excluded areas represent approximately 25% of the total population.,3.9,,6.9,15,28.1
138,Egypt,Middle East and North Africa,4.151400089,0.035979424,4.221919537,0.141038895,4.080880642,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,1.972316742,0.875228941,0.210827413,0.982539535,0.236676667,0.596911311,0.143785542,0.373684734,0.090014146,0.068801254,0.016573024,0.095461793,0.022995084,1.158818245,0.27913914,-0.813498497,4.005451,0.492261,0.285184,2.020606,0.323929,0.312,,-0.262059212,0,4070,Face-to-Face (HH)*,2070,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Arabic,Arabic,Arabic,0.02,0.02,0.02,0.02,,"Frontier governorates (Matruh, Red Sea, New Valley, North Sinai, and South Sinai) were excluded, as they are remote and represent a small proportion of the population of the country. The excluded areas represent less than 2% of the total population. ","Frontier governorates (Matruh, Red Sea, New Valley, North Sinai, and South Sinai) were excluded, as they are remote and represent a small proportion of the population of the country. The excluded areas represent less than 2% of the total population. ","Frontier governorates (Matruh, Red Sea, New Valley, North Sinai, and South Sinai) were excluded, as they are remote and represent a small proportion of the population of the country. The excluded areas represent less than 2% of the total population. ",4,,3.8,5.4,25
139,Sierra Leone,Sub-Saharan Africa,3.926399946,0.061150789,4.046255589,0.239711285,3.806544304,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,1.972316742,0.240560383,0.061267417,0.747984946,0.190501466,0.203953966,0.051944267,0.382027686,0.097297191,0.257647008,0.065619145,0.047940936,0.012209896,2.046271801,0.52115725,0.073955059,4.305683,0.551628,0.466267,3.048084,0.690721,0.371,0.779726,0.048603058,0,3133,Face-to-Face (HH)*,1133,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Krio, Mende ","English, Krio, Mende ","English, Krio, Mende ",0,,,,,,,,9.7,,7.5,7.9,30.3
140,Burundi,Sub-Saharan Africa,3.775300026,0.107122384,3.98526001,0.419919968,3.565340042,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,1.972316742,0,0,0.403575271,0.106898861,0.295212835,0.078195861,0.275399059,0.072947595,0.187401786,0.049638912,0.212186828,0.056203964,2.401507378,0.63611034,0.429190636,3.775283,0.666442,0.362767,2.815766,0.680813,0.36,,0.08827281,2,1000,Face-to-Face (HH)*,0,1000,0,,Face-to-Face (HH)*,,,,"French, Kirundi ",,0,,,,,,,,9.1,,6.3,8.5,29.2
141,Zambia,Sub-Saharan Africa,3.759399891,0.06067669,3.878326178,0.237852574,3.640473604,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,1.972316742,0.536833763,0.142797728,0.896037281,0.238345828,0.36359334,0.096715793,0.49131754,0.130690417,0.250620902,0.066665135,0.086705238,0.023063585,1.134339333,0.30173415,-0.837977409,4.041488,0.702698,0.350963,2.783419,0.619443,0.5274,0.606715,-1.240823507,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Bemba, English, Lozi, Nyanja, T onga ","Bemba, English, Lozi, Nyanja, T onga ","Bemba, English, Lozi, Nyanja, T onga ",0,,,,,,,,6.1,,6.3,6.9,27.1
142,Haiti,Latin America and Caribbean,3.720799923,0.101463005,3.919667482,0.397735118,3.521932364,7.411329269,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,1.972316742,0.284734428,0.076525057,0.646671355,0.173799013,0.37436673,0.100614582,0.169297516,0.045500301,0.463909656,0.124680086,0.161935672,0.043521736,1.619916916,0.43536792,-0.352399826,3.614928,0.584113,0.35872,3.07673,0.669434,0.411,0.367897,-0.497993946,1,1004,Face-to-Face (HH)*,0,500,504,,Face-to-Face (HH)*,Face-to-Face (HH)*,,,Creole,Creole,0,,,,,,,,11.7,,19.9,5.2,24.5
143,Lesotho,Sub-Saharan Africa,3.652800083,0.082120985,3.813757181,0.321914196,3.491842985,7.960488319,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,1.972316742,0.45493874,0.124545206,1.088940024,0.298111038,0.100934811,0.027632175,0.409367532,0.112069515,0.102627642,0.028095609,0.050483823,0.013820582,1.445513964,0.39572764,-0.526802778,,,,,,,,-1.2447083,1,2000,Face-to-Face (HH)*,1000,0,1000,Face-to-Face (HH)*,,Face-to-Face (HH)*,,"English, Sotho ",,"English, Sotho ",0,,,,,,,,21.2,,46.2,11.8,29
144,India,South Asia,3.573299885,0.027702235,3.627596378,0.108592987,3.519003391,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,1.972316742,0.730576158,0.204454197,0.644198656,0.180281162,0.54057014,0.151280373,0.581142247,0.162634614,0.237072483,0.066345532,0.105587982,0.029549152,0.734130859,0.20544899,-1.238185883,3.818069,0.657287,0.357458,2.212353,0.428206,0.351,0.753281,-1.216022491,0,12643,Face-to-Face (HH)*,6643,3000,3000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Assamese, Bengali, Gujarati, Hindi, Kannada, Malayalam, Marathi, Odia, Punjabi, Tamil, T elugu ","Assamese, Bengali, Gujarati, Hindi, Kannada, Malayalam, Marathi, Odia, Punjabi, Tamil, T elugu ","Assamese, Bengali, Gujarati, Hindi, Kannada, Malayalam, Marathi, Odia, Punjabi, Tamil, T elugu ",0.1,0.1,0.1,0.1,,Excluded population living in Northeast states and remote islands. The excluded areas represent less than 10% of the population.,Excluded population living in Northeast states and remote islands. The excluded areas represent less than 10% of the population.,Excluded population living in Northeast states and remote islands. The excluded areas represent less than 10% of the population.,16.3,,3.9,3.4,25.8
145,Malawi,Sub-Saharan Africa,3.538000107,0.070260517,3.675710678,0.275421142,3.400289536,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,1.972316742,0.176534727,0.049896756,0.53036809,0.149906183,0.446163297,0.126106072,0.487389833,0.137758569,0.213185057,0.060255809,0.131633952,0.037205751,1.552718282,0.43886892,-0.41959846,3.334634,0.5863,0.364894,3.12834,0.70233,0.427,0.572985,-0.919982672,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Chichewa, English, Tumbuka ","Chichewa, English, Tumbuka ","Chichewa, English, Tumbuka ",0,,,,,,,,3.7,,2.8,9.8,28.9
146,Yemen,Middle East and North Africa,3.527400017,0.054158084,3.633549929,0.212299824,3.421250105,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,1.972316742,0.392701775,0.11132896,1.177477121,0.333808787,0.41500017,0.117650442,0.243721485,0.069093804,0.094689012,0.026843854,0.087352127,0.024763885,1.116472721,0.31651435,-0.855844021,3.057514,0.461114,0.31487,2.402008,0.448597,0.357,0.308151,-0.714911461,0,3140,Face-to-Face and Face- to-Face (HH)*,1140,1000,1000,Face-to-Face and Face- to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face,Y,Arabic,Arabic,Arabic,0.5,0.5,0.5,0.5,Gender/Substituted area,"Gender-matched sampling was used during the final stage of selection. Al- Mahra, Sadah Governorate, and the island of Socotra were excluded due to their small size and remoteness. These excluded areas represent less than 4% of the population. In addition, due to the ongoing security situation, half the PSUs were replaced with a similar PSU in the same province. ","Gender-matched sampling was used during the final stage of selection. Al- Mahra, Sadah Governorate, and the island of Socotra were excluded due to their small size and remoteness. These excluded areas represent less than 4% of the population. In addition, due to the ongoing security situation, half the PSUs were replaced with a similar PSU in the same province. ","Gender-matched sampling was used during the final stage of selection. Due to the ongoing security situation, half the PSUs were replaced with a similar PSU in the same province. In addition, al-Mahra Governorate and the island of Socotra were excluded due to their small size and remoteness. Altogether, over 50% of the population was either substituted or excluded. ",8.5,,9.5,,30.7
147,Botswana,Sub-Saharan Africa,3.478899956,0.060542691,3.597563744,0.237327576,3.360236168,9.711203575,0.779121757,58.92445374,0.821328104,-0.250394493,0.777930915,1.972316742,0.997548997,0.286742651,1.08569479,0.312079911,0.494101733,0.142028152,0.50908941,0.146336318,0.033407487,0.009602888,0.101786368,0.029258205,0.257240534,0.07394307,-1.715076208,3.461366,0.729643,0.267084,2.637892,0.61616,0.626,0.718788,-0.8602283,0,3116,Face-to-Face (HH)*,1114,1002,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Setswana ","English, Setswana ","English, Setswana ",0,,,,,,,,9.3,,17.3,14.3,29.6
148,Tanzania,Sub-Saharan Africa,3.476200104,0.06320975,3.600091219,0.24778223,3.352308989,7.967665195,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,1.972316742,0.457163125,0.131512316,0.872674644,0.251042695,0.442677855,0.127345332,0.509343088,0.146522948,0.27154091,0.078114292,0.203880861,0.058650496,0.718963385,0.20682451,-1.253353357,3.445023,0.762089,0.221005,2.665684,0.568629,0.384667,0.914648,-0.341953516,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Swahili ","English, Swahili ","English, Swahili ",0,,,,,,,,5.4,,8.1,9.5,27.3
149,Central African Republic,Sub-Saharan Africa,3.475899935,0.115182951,3.701658487,0.451517105,3.250141382,6.625160217,0.319459856,45.20000076,0.640880644,0.082410358,0.891806662,1.972316742,0.041072082,0.011816244,0,0,0,0,0.292814463,0.084241338,0.253513217,0.072934556,0.028264718,0.008131626,2.860197544,0.82286533,0.887880802,,,,,,,,-0.147036552,2,1000,Face-to-Face (HH)*,0,0,1000,,,Face-to-Face (HH)*,,,,"French, Sangho ",0.4,,,0.4,,,,"Due to ongoing insecurity, the following prefectures were excluded: Ouham, Ouham-Pende, Nana-Gre_bizi, Bamingui-Bangoran, Haute-Kotto, Vakaga, Basse-Kotto, Haut-Mbomou and Mbomou. The geographic exclusions represent about 40% of the estimated national population. ",7.7,,22.9,5,31.2
150,Rwanda,Sub-Saharan Africa,3.312299967,0.052425209,3.415053368,0.205506802,3.209546566,7.600104332,0.54083544,61.09884644,0.900589406,0.055483952,0.183541179,1.972316742,0.343242675,0.103626688,0.522876322,0.157858988,0.572383285,0.172805389,0.604087889,0.182377168,0.235704988,0.07116052,0.485542476,0.146587713,0.548444986,0.1655783,-1.423871756,3.561047,0.793368,0.308199,2.33227,0.647506,0.482,0.98812,-0.642694473,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, French, Kinyarwanda ","English, Kinyarwanda ","French, Kinyarwanda ",0,,,,,,,,6.7,,4.5,8.9,26.7
151,Zimbabwe,Sub-Saharan Africa,3.299200058,0.058674462,3.414201975,0.230003834,3.184198141,7.865711689,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,1.972316742,0.425564021,0.128990062,1.047835231,0.317602817,0.375037611,0.113675317,0.37740472,0.114392796,0.151349187,0.04587451,0.080928579,0.024529758,0.841031075,0.2549197,-1.131285667,3.61648,0.710119,0.211726,2.498696,0.541772,0.432,0.550508,-1.042173862,0,3082,Face-to-Face (HH)*,1082,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Shona, Ndebele ","English, Shona, Ndebele ","English, Shona, Ndebele ",0,,,,,,,,10.7,,12.9,15.2,28.2
152,South Sudan,Sub-Saharan Africa,2.816600084,0.107610404,3.027516365,0.421832561,2.605683804,7.425359726,0.553707123,51,0.451313615,0.016518548,0.763417304,1.972316742,0.289082974,0.102635435,0.553278506,0.196434882,0.208809033,0.074135137,0.065609254,0.023293777,0.209934607,0.074534758,0.111156799,0.039464885,1.378751278,0.48950907,-0.593565464,,,,,,,,,2,1000,Face-to-Face (HH)*,0,0,1000,,,Face-to-Face (HH)*,,,,"Arabic, Bari, Dinka, English, Juba Arabic, Nuer, Zande ",0.44,,,0.44,,,,"Parts of nine out of 10 states of South Sudan were excluded due to the countryÕs ongoing civil conflict and localized tribal clashes. The majority of Unity State and Upper Nile State were both excluded, as well as all of Jonglei State with the exception of Bor South County. The excluded areas represent 44% of South SudanÕs population. ",3.7,,15.9,2.1,
153,Afghanistan,South Asia,2.566900015,0.031311426,2.628270388,0.122740746,2.505529642,7.462860584,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,1.972316742,0.30070585,0.117147473,0.356433839,0.138857703,0.266051531,0.103647018,0,0,0.135234714,0.05268406,0.001225785,0.000477535,1.507235646,0.58718128,-0.465081096,2.694303,0.424125,0.404904,1.408344,0.290681,,0.364666,-1.530384064,0,3127,Face-to-Face and Face- to-Face (HH)*,1127,1000,1000,Face-to-Face and Face- to-Face (HH)*,Face-to-Face,Face-to-Face,Y,"Dari, Pashto ","Dari, Pashto ","Dari, Pashto ",0,,,,Gender,Gender-matched sampling was used during the final stage of selection,Gender-matched sampling was used during the final stage of selection,Gender-matched sampling was used during the final stage of selection,4.7,,8.5,2.3,30.6
,AVERAGE,,5.473239863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
